Artist,TrackName,Lyrics,AgeAppropriate
Rarity,Becoming Popular,"I'll be the toast of the town, the girl on the go I'm the type of pony every pony, every pony should know I'll be the one to watch, the girl in the flow I'm the type of pony every pony, every pony should know Becoming as popular as popular can be Making my mark, making my mark in high society I'm the belle of the ball, the star of the show, yeah I'm the type of pony every pony, every pony should know See how they hang on every word that I speak My approving glance is what they all seek I'm the crème de la crème, not just another Jane Doe I'm the type of pony every pony should know At home, at the opera, on a fancy yacht Becoming the talk, the talk of all of Canterlot I'm the crème de la crème, not just another Jane Doe, yeah I'm the type of pony every pony, every pony should know Because I'm the type of pony Yes, I'm the type of pony Yes, I'm the type of pony every pony should know",1
Dua Lipa,Don't Start Now,"If you don't wanna see me Did a full one-eighty, crazy Thinking 'bout the way I was Did the heartbreak change me? Maybe But look at where I ended up I'm all good already So moved on, it's scary I'm not where you left me at all, so If you don't wanna see me dancing with somebody If you wanna believe that anything could stop me Don't show up, don't come out Don't start caring about me now Walk away, you know how Don't start caring about me now Aren't you the guy who tried to Hurt me with the word ""goodbye""? Though it took some time to survive you I'm better on the other side I'm all good already So moved on, it's scary I'm not where you left me at all, so If you don't wanna see me dancing with somebody If you wanna believe that anything could stop me (Don't, don't, don't) Don't show up, don't come out Don't start caring about me now Walk away, you know how Don't start caring about me now ('Bout me now, 'bout me) Up, up Don't come out, out, out Don't show up, up, up Don't start now (Oh) Up, up Don't come out, out I'm not where you left me at all, so Don't show up (Don't show up), don't come out (Don't come out) Don't start caring about me now ('Bout me now) Walk away (Walk away), you know how (You know how) Don't start caring about me now (So) Up, up Don't come out, out, out Don't show up, up, up Walk away, walk away (So) Up, up Don't come out, out, out Don't show up, up, up Walk away, walk away, oh",1
Ed Sheeran,Eyes Closed,"I know it's a bad idea But how can I help myself? Been inside for most this year And I thought a few drinks, they might help It's been a while, my dear Dealin' with the cards life dealt I'm still holdin' back these tears While my friends are somewhere else I pictured this year a little bit different when it hit February I step in the bar, it hit me so hard, oh, how can it be this heavy? Every song reminds me you're gone and I feel thе lump form in my throat 'Cause I'm here alonе Just dancin' with my eyes closed 'Cause everywhere I look, I still see you And time is movin' so slow And I don't know what else that I can do So I'll keep dancin' with my Eye-eye-eye-eyes Eye-eye-eye-eyes closed Eye-eye-eye-eyes So I'll keep dancin' with my Delusion is here again And I think you'll come home soon A word brings me right back in Then it's only me that's in this room I guess I could just pretend The colours are more than blue But I lost more than my friend I can't help but missin' you (Yeah, yeah, yeah) I pictured this month a little bit different, no one is ever ready And when it unfolds, you get in a hole, oh, how can it be this heavy? Everything changes, nothing's the same, except the truth is now you're gone And life just goes on So I'm dancin' with my eyes closed 'Cause everywhere I look, I still see you And time is movin' so slow And I don't know what else that I can do So I'll keep dancin' with my Eye-eye-eye-eyes Eye-eye-eye-eyes closed Eye-eye-eye-eyes So I'll keep dancin' with my Eye-eye-eye-eyes Eye-eye-eye-eyes closed Eye-eye-eye-eyes Oh, I keep dancin' with my They're shutting the bar, they're cleanin' the floor And everyone is already home But I'm on my own Still dancin' with my eyes closed 'Cause everywhere I look, I still see you And time is movin' so slow And I don't know what else that I can do So I'll keep dancin' with my Eye-eye-eye-eyes Eye-eye-eye-eyes closed Eye-eye-eye-eyes Oh, I keep dancin' with my Eye-eye-eye-eyes Eye-eye-eye-eyes closed Eye-eye-eye-eyes Oh, I keep dancin' with my",1
Dominic Fike,Hey Blondie,"Hey, blondie, there's a million eyes on you Do you ever get curious? Hey, blondie, there's a million minds on you Do you ever get furious? Hey, blondie, if I ever took mine off you Would you even get curious? Hey, blondie, oh, hey, blondie Hey, blondie, could you maybe just slide towards me? Don't want anything serious Hey, blondie, could you maybe just cry for me If we ever get serious? I know sticks and stones and big glass homes Don't hurt you 'cause you're so perfect I know you get so lonely, but you're not lonely Well, watch it, 'cause you're still workin’ Do you ever get weak like Monday morning, baby girl? Do you want it to end like Sunday? Sorry, darling Do you ever get tired like ropes and wires, baby girl? There's a million eyes on you There's a million eyes on you Hey, blondie, I took a million tries for you And I wanna take a million more Hey, blondie, if you ever get tired of me Just remember what I'm really here for Those twists and turns that feel like cursive But you don't crumble (Oh) You might miss one step, you still don't stumble And I just wonder There's a million eyes on you There's a million eyes on you There's a million eyes on you There's a million eyes on you Ooh-ooh, ooh, ooh Ooh-ooh, ooh, ooh-ooh (There's a million eyes on you) Ooh-ooh, ooh, ooh (Eyes) Ooh-ooh, ooh, ooh-ooh (There's a million eyes on you) Ooh-ooh, ooh, ooh Ooh-ooh, ooh, ooh-ooh (There's a million eyes on you) Ooh-ooh, ooh, ooh (Oh, hey, blondie) Oh, hey, blondie",1
Hurricane Chris,Headboard (feat. Mario & Plies),"(It's so incredible) Damn I can't believe it's bout morning Oooh ladies this is Mario, yeah We be in the bed girl getting all wild Fucking like it's going outta style You be like yeah yeah getting all loud Fucking like we tryna have a child Got you up against the headboard Got your body screaming like, oh oh ooh Baby grab the headboard make it go make it go Oh oh ooh Girl I want you to get on top of me And grind nasty until I feel body heat I make your head hit the headboard till it squeak I'll put it on you have you thinking bout me for a week And I'm a make sure that she feel it cause I'm going deep I'm a take all my stress out under these sheets Since you think you can handle me then we finna see I'll put a arch in your back now I'm finna beat it I told her don't run from me now, we both free All I do is run track, yeah I got her feenin' Girl long as you want me too, I'm a keep performing All the way to the morning promise I go the hardest Let me stuff this pillow behind the headboard Cause if I don't do that its gon' make too much noise Ain't pop no pill but I am really hard What you want in your stomach a girl or a boy How you want me to start it tongue or a toy I can't tell you what I want, Becky my first choice And I ain't stopping tonight until I getcha horse Call her Duncan Hines cause she is so moist Got her going, she loose I hear it in her voice You can tell how she move, that she can ride a horse Don't change a thing you on the right course I did all the work so you gon' have a boy We going hard like it's out of style And I got stamina so I'm a be here for a while 20 years old but I stroke it like I'm 35 20 years old but I stroke it like I'm 35 Baby I want to make your body cry down below And watch I'll dive all the way to the ocean floor Her legs started shaking that's when I lost control I wanna kiss you from your belly button to your toes I whisper something nasty now get a get movin' You know what's up how Stella i'm a give you that groovin' Then i'm a tell you what i'm doin' to you while i'm doin' it Yeah i'm a tell you what i'm doin' to you while i'm doin' it",0
Maejor,Lights Down Low (feat. Waka Flocka Flame),"We gon get it on We gon get it on And we gon get it on We gon get it on I know what you want Yeah, I know what you want Lil mama want her hair pulled Legs pushed back Only like a Rottweiler in the kitty cat She want it wild Shawty wanna scream Want it from the front, back, side, and in between Want it all the time, she a fiend So good, I see it in my dreams She wanna arch her back when I hit it When I do it mama wanna holla get it She said Take it slow, put it down on me I said jump on it, ride like a pony Lights down low, time to get naughty Lights down low, time to, time to get naughty Take it slow, put it down on me Baby jump on it, ride like a pony Lights down low, time to get naughty Lights down low, lights down low She said I'm going too fast, take it slow So I slapped her on the ass, start pullin' on her hair She nibbles on my ear like boy it's good She love the way I'm tellin' how a nigga keep it hood Give it to me daddy, that's what she keeps screamin, give it to me daddy She love the way I beat it She wish that I can repeat it I got her in a trance Man I'm even fuckin friends Got 'her blowing like the wind She's shaking, got me impatient Back and forth pacin', man I need my medication Lights down low so we gettin' naughty Making fuck faces, she ride me like a Harley",0
Ghost 674,T'd Rn,"Uh Yeah uh-uh GFELDS on the beat Yeah uh Bitch I'm t'd right now Need weed right now Can't sleep right now, I'm up! I smoke P that's pound Can't see right now I still don't give a fuck! She speakin english now He famous now Hoe not yet, bitch hold up! They armed and dangerous now Hear a banging sound Its poppin bitch better duck When I walk wit a beat ima talk my shit I stay with a bad bad bad bad bitch Godamn these niggas don't trap like this And I make back every single bag I've spent They gon tell you get back, nigga that's what you meant I'm spittin too hot babe pass me a mint It's too much guac, babe pass me a chip She built like a blunt, if I pass she'll hit These cеrtified runs need cash with the zip Babe you know I'm not donе, keep draggin on it She know where to come, she draggin on him Keep loading up funds, my bag getting big Bitch I'm t'd right now Need weed right now Can't sleep right now, I'm up I smoke P that's pound Can't see right now I still don't give a fuck She speakin english now He famous now Hoe not yet, bitch hold up! They armed and dangerous now Hear a banging sound Its poppin bitch better duck And you talking to me, then get ready to spend I ain't talking for free, it's gon cost you the van We be smokin this weed and we don't gotta vent You gon think that i'm cheap, ima count every cent I been coughing for weeks you gon think that i'm sick Runnin raw on the leaves last longer than it All this honey on me last long wit a bitch And I really don't sleep, I be up wit the click And I really can't see high dollar Nigga been harder to me, my college We really get you a P, no drop-shipping Don't really need no stylist, drippin Money gon fix these problems, listen I'm smokin loud in silence, trippin I'm blowing clouds the climate different I'm bout to get some more liquor I'm t'd right now Need weed right now Can't sleep right now, I'm up I smoke P that's pound Can't see right now I still don't give a fuck She speakin english now He famous now Hoe not yet, bitch hold up! They armed and dangerous now Hear a banging sound Its poppin bitch better duck",0
Wham!,Wake Me Up Before You Go-Go,"Jitterbug Jitterbug Jitterbug Jitterbug You put the boom boom into my heart You send my soul sky high when your lovin' starts Jitterbug into my brain (Yeah, yeah) Goes a bang-bang-bang 'til my feet do the same But something's buggin' me Something ain't right My best friend told me what you did last night Left me sleepin' in my bed I was dreamin' but I should've been with you instead Wake me up before you go-go Don't leave me hanging on like a yo-yo Wake me up before you go-go I don't wanna miss it when you hit that high Wake me up before you go-go 'Cause I'm not plannin' on going solo Wake me up before you go-go Take me dancing tonight I wanna hit that high Yeah, yeah You take the grey skies out of my way You make the sun shine brighter than Doris Day Turned a bright spark into a flame (Yeah, yeah) My beats per minute never been the same 'Cause you're my lady, I'm your fool It makes me crazy when you act so cruel Come on, baby, let's not fight We'll go dancing, everything will be all right Wake me up before you go-go Don't leave me hanging on like a yo-yo Wake me up before you go-go I don't wanna miss it when you hit that high Wake me up before you go-go 'Cause I'm not plannin' on going solo Wake me up before you go-go Take me dancing tonight I wanna hit that high Yeah, yeah, yeah Baby Jitterbug Jitterbug Cuddle up, baby, move in tight We'll go dancing tomorrow night It's cold out there, but it's warm in bed They can dance, we'll stay home instead Jitterbug Wake me up before you go-go Don't leave me hanging on like a yo-yo Wake me up before you go-go I don't wanna miss it when you hit that high Wake me up before you go-go 'Cause I'm not plannin' on going solo Wake me up before you go-go Take me dancing tonight Wake me up before you go-go (Don't you dare, to leave me hanging on like a yo-yo-yo-yo-yo) Don't leave me hanging on like a yo-yo Wake me up before you go-go (Take me dancing) I don't wanna miss it when you hit that high (A boom-boom-boom-boom, oh) Wake me up before you go-go 'Cause I'm not plannin' on going solo (A boom-boom-boom-boom, yeah, yeah, yeah!) Wake me up before you go-go Take me dancing tonight Yeah, yeah",1
Gretchen Wilson,Redneck Woman,"Well, I ain't never been the Barbie Doll type No, I can't swig that sweet Champagne I'd rather drink beer all night In a tavern or in a honky-tonk Or on a four-wheel-drive tailgate Oh, I've got posters on my wall Of Skynyrd, Kid and Strait Some people look down on me But I don't give a rip I'll stand barefooted in my own front yard With a baby on my hip 'Cause I'm a redneck woman I ain't no high class broad I'm just a product of my raisin' I say ""hey, y'all"" and ""yee-haw"" And I keep my Christmas lights on On my front porch all year long And I know all the words to every Charlie Daniels song So here's to all my sisters out there keeping it country Let me get a big ""hell yeah"" from the redneck girls like me Hell yeah (Hell yeah!) Victoria's Secret Well, their stuff's real nice Oh, but I can buy the same damn thing On a Wal-Mart shelf half-price And still look sexy (Sexy) Just as sexy as those models on TV No, I don't need no designer tag To make my man want me You may think I'm trashy A little too hard core But in my neck of the woods I'm just the girl next door Hey, I'm a redneck woman I ain't no high class broad I'm just a product of my raising I say ""hey, y'all"" and ""yee-haw"" And I keep my Christmas lights on On my front porch all year long And I know all the words to every Tanya Tucker song So here's to all my sisters out there keeping it country Let me get a big ""hell yeah"" from the redneck girls like me Hell yeah (Hell yeah!) I'm a redneck woman I ain't no high class broad I'm just a product of my raising I say ""hey, y'all"" and ""yee-haw"" And I keep my Christmas lights on On my front porch all year long And I know all the words to every Ol' Bocephus song So here's to all my sisters out there keeping it country Let me get a big ""hell yeah"" from the redneck girls like me (Hell yeah!) Hell yeah! (Hell yeah!) Hell yeah! (Hell yeah!) I said hell yeah!",0
Justin Timberlake,BroZone's Back,"My girl's like candy, a candy treat She knocks me high up off my feet She's so fine, as can be It's like a perfect harmony Candy girl You are my world You look so sweet Come back to me All I know When I'm with ya You got the right stuff, baby Love the way you turn me on (Oh, oh, oh-oh-oh) You got the right stuff, baby You’re the reason why I sing this song You're all I ever wanted Baby , you're all I ever needed, yeah So tell me what to do now When I want ( I want you ) you back Doom, doom, doom, da-rab Doom, doom, doom, da-rab Hey, yeah-yeah-yeah-yeah, dab Da-rab BroZone's back, alright! Whether you'rе a mother or whether you'rе a brother You're stayin' alive, stayin' alive Feel the city breakin' and everybody shakin' People stayin' alive, stayin' alive Ah, ah, ah, ah (BroZone's really back again) Stayin' alive, stayin' alive Doom, doom, doom, da-rab Doom, doom, doom, da-rab I want you back",1
Pitbull,Don't Stop the Party (feat. TJR),"You don't get them girls loose, loose (TJR!) You don't get the world loose, loose You don't get money, move, move (Mr. Worldwide) But I do (I do) You don't get them girls loose, loose You don't get the world loose, loose You don't get money, move, move But I do (I do) I said, y'all having a good time out there? Yeah, yeah, yeah, que no pare la fiesta Don't stop the party Yeah, yeah, yeah, que no pare la fiesta Don't stop the party I'm running through the world like a running back Scarface, world's mine, running back Thirty thousand people in Hanover to see me Eighty thousand people in London, Wembley Ninety thousand people, Morocco And I'm just getting warmed up, papo (Haha) Catch me with RedOne in Stockholm Beirut, cafe getting my drink on (Voli) While all the pretty women hit the Hookah All of them sweet, azúcar, azúcar Dale disfruta They can't, they won't, they never will Stop the party They can't, they won't, they never will Stop the party I'm from the city, where they stretch ya like slinkys (305) And now I'm doing shows in Helsinki (Finland) I know what ya'll thinking, you're thinking That you can outthink me, but you can't frankly I'm out for the Benjies, Frankies (C-notes) Just 'cause you ain't me, don't hate me As a matter fact, you should thank me Even if you don't, you're welcome Yankees Zig-a, zig-a, zig-a, zig-a, zow Who got the keys of the world, now? Yours truly (Blaow) I'ma give it to ya, ahah Now give it to me, ah ah I'ma give it to ya, ah ah Now give it to me, ah ah I'ma give it to ya, ah ah Now give it to me, ah ah Get funky, get funky Now stop I said, y'all having a good time out there? Yeah, yeah, yeah, que no pare la fiesta Don't stop the party Yeah, yeah, yeah, que no pare la fiesta Don't stop the party Yeah, yeah, yeah (To the money makers, it's the place to be) Que no pare la fiesta Don't stop the party Yeah, yeah, yeah (To the sexy people, it's the place to be) Que no pare la fiesta Don't stop the party Yeah, yeah, yeah (To the money makers, it's the place to be) Que no pare la fiesta Don't stop the party Yeah, yeah, yeah (To the sexy people, it's the place to be) Que no pare la fiesta Don't stop the party (Woo!)",0
Anthony Ramos,One More Time,"One more time One more time, one more time One more time One more time, we're gonna celebrate Oh yeah, all right, don't stop the dancin' (Hey, let's go) (Ooh, here we go) One more time One more time, we're gonna celebrate Oh yeah, all right, don't stop the dancin' One more time, we're gonna celebrate Oh yeah, all right, one more time I'm just feelin' Celebration, tonight Celebrate, don't wait too late 'Cause we don't stop You can't stop We're gonna celebrate, oh yeah One more time, come on One more time (One more time) One more time, a celebration You know we gon' do it right Tonight, yeah, just feelin' Music's got me feelin' so free Celebrate and dance so free We're gonna celebrate 'Cause music's got me feelin' so free Celebrate and dance so free, oh Music's got me feelin' so free Celebrate and dance so free Music's got me feelin' so, music's got me Music's got me feelin' so... One more time Music's got me feelin' so free We're gonna celebrate Celebrate and dance so free Just one more time One more time We're gonna celebrate, oh yeah, alright Don't stop the dancin', oh yeah, alright Dont' stop the d—",1
Rick James,Give It To Me Baby,"When I came home last night You wouldn't make love to me You went fast asleep You wouldn't even talk to me You say I'm so crazy Coming home intoxicated I said I just wanna love ya (I just wanna love you, baby) Guess that's why I'm so elated C'mon, girl Give it to me, baby (Give to me, baby) Give it to me, baby (Give to me, baby) I betcha, I'll make you holler you had enough Give it to me, baby (Give it to me, baby) Just give it to me, baby Give it to me, baby (Give it to me, baby) I betcha, I'll make you holler you had enough Give it to me Give me that stuff, that funk, that sweet, that funky stuff (Say what?) Give it to me Give me that stuff, that funk, that sweet, that funky stuff (Say what?) Give it to me, give it to me Give it to me, give it to me Give me that stuff, that sweet, funky stuff Yo...HO! OW! Give it to me, baby When I was high as the sky Out all night just dancing You say let's go home (C'mon, Rick, I'm tired, let's go home) That's the time I start romancin' You say ""How can I love ya? (How can I love you, baby?) When your body keeps on moving?"" I say ""Wait 'til I squeeze you"" (Oh) Maybe then you'll start to groovin' C'mon, girl Give it to me Give me that stuff, that funk, that sweet, that funky stuff (Say what?) Give it to me Give me that stuff, that funk, that sweet, that funky stuff (Say what?) Give it to me, give it to me Give it to me, give it to me Give me that stuff, that sweet, funky stuff Yo...HO! OW! Hey, girl Give it to me, what you say Give it to me, what you say (Give it to me) what you say (Give it to me) what you say Hey, girl Give it to me, what you say Give it to me, what you say (Give it to me, give it to me) Hey, girl Give it to me, what you say Give it to me, what you say Give it to me, give it to me Give it to me, what you say Give it to me right away Give it to me, give it to me Hey, girl Give it to me, what you say Give it to me, what you say Give it to me, give it to me",0
Ashnikko,Slumber Party (feat. Princess Nokia),"I'm not shy, I'll say it, I've been picturing you naked I'm a little faded, you look like a fuckin' paintin' Big doe eyes, amazin', she's everything I've been prayin' My heart palpitations, she looks like the type to break it Me and your girlfriend playin' dress up in my house I gave your girlfriend cunnilingus on my couch She cute, kawaii, hentai boobies, that excites me I think she really likes me, ask politely, can I (Woo-hoo-ooh) (Ooh, ooh, ooh) Slumber party (Ooh, ooh, ooh) Slumber party (Ooh, ooh, ooh) Slumber party (Ooh, ooh, ooh) Slumber party Uh, it's getting hot in here I'm the Nelly in the party with some rocks for ears (So hot in here) I'm a slave for you, baby, miss Britney Spears I'm a Clover, she a Toros, bring it on for cheers And I'm sexy like Christina when I dip it low Not an H-town girl, but I rodeo Yippee-ki-yay, welcome to the show It's an all-girl party, clothing-optional My girl look like Wednesday Addams Eyes go black when she orgasms Hide your back, she likes to stab them My butt cheeks, she likes to grab Matching pajama birthday suits Her spit tastes just like Juicy Fruit She do that thing she usually do Spell my name with her tongue, like uh-huh Me and your girlfriend playin' dress up in my house I gave your girlfriend cunnilingus on my couch She cute, kawaii, hentai boobies, that excites me I think she really likes me, ask politely, can I (Woo-hoo) I'm shy I'm so shy Hahahaha",0
Young Money,BedRock,"I-I-I-I can make your bed rock (Young Money) I-I-I-I can make your bed rock, girl ( Kane is in the building, nigga ) I-I-I-I can make your bed rock I-I-I-I can make your bed rock Uh, she got that good-good, she Michael Jackson bad I'm attracted to her, or her attractive ass And now we murderers, because we kill time I knock her lights out and she still shine I hate to see her go but I love to watch her leave But I keep her running back and forth; soccer team Cold as a winter's day, hot as a summer's eve Young Money thieves steal your love and leave I like the way you walking if you walking my way I'm that Red Bull, now let's fly away Let's buy a place, with all kind of space I'll let you be the judge, and-and-and I'm the case I'm Gudda Gudda, I put her under I see me with her, no Stevie Wonder She don't ever wonder, 'cause she know she bad And I got her, nigga: grocery bag Ooh baby, I be stuck to you like glue, baby Wanna spend it all on you, baby My room is the G-spot Call me Mr. Flintstone, I can make your bed rock (Ooh) I-I-I-I can make your bed rock (Ooh) I-I-I-I can make your bed rock, girl (Ooh) I-I-I-I can make your bed rock (Ooh) I-I-I-I can make your bed rock (Ayy!) Okay, I get it, let me think, I guess it's my turn Maybe it's time to put this pussy on your sideburns He say I'm bad, he prob'ly right He pressing me like button-downs on a Friday night I'm so pretty like, be on my pedal bike Be on my low starch, be on my egg whites He say, ""Nicki don't stop, you the bestest"" And I'd just be coming off the top, asbestos I love your sushi roll, hotter than wasabi I race for your love, ""Shake'n Bake"" Ricky Bobby I'm at the W, but I can't meet you in the lobby Girl, I gotta watch my back, 'cause I'm not just anybody I seen em stand in line just to get beside her I let her see the Aston and let the rest surprise her That's when we disappear, you need GPS to find her Oh, that was your girl? I thought I recognized her She like tanning, I like staying in She like romance and I like rolling with friends She said I'm caged in, I think her conscience is She's watching that Oxygen, I'm watching ESPN But when that show ends, she all over my skin, lotion Slow-mo motions, rollercoastin' Like back, forth, hold it She poses like it's for posters and I poke like I'm suppose to Take this photo if you for me, she said: ""Don't you ever show this!"" I'm too loyal and too focused To be losing and be hopeless When I spoke this, she rejoiced it, said ""Your words get me open"" So I closed it, where your clothes is? I'm only loving for the moment She ain't got a man, but she's not alone Miss Independent, yeah, she got her own Hey gorgeous, um, I mean flawless, well That's what you are, how I see it is how I call it, yeah Look-look at how she walk, m-hmm, she know she bad Do-do your thang baby, I ain't even mad And I ain’t leavin' fast, I'ma stay awhile Hold your head, Chris, I-I'ma take it down! Ooh baby, I be stuck to you like glue, baby Wanna spend it all on you, baby My room is the G-spot Call me Mr. Flintstone, I can make your bed rock (Young Money, Yea , Yea) (Ooh) I-I-I-I can make your bed rock (Ooh) I-I-I-I can make your bed rock, girl (Gudda Gudda, T-Streets, Mack Maine, J Millz) (Ooh) I-I-I-I can make your bed rock (Ooh) I-I-I-I can make your bed rock (Ayy!) (Tyga Tyga) Ooh baby, I be stuck to you like glue, baby (Drizzy Drake, Nicki Minaj) Wanna spend it all on you, baby (Hey Chanel, Lil Twist, Lil Chuckie, and Young Lloyd, AYEE!) My room is the G-spot Call me Mr. Flintstone, I can make your bed rock (Ooh) I-I-I-I can make your bed rock (We Young Money) (Ooh) I-I-I-I can make your bed rock, girl (Ooh) I-I-I-I can make your bed rock (Ooh) I-I-I-I can make your bed rock (Ayy!)",0
Chris Brown,Back To Sleep,"So let me fuck you back So let me fuck you back I know it's late, I know it's late And, baby, I can't focus (Focus, focus, focus) focus (Focus, focus, focus) I just flew into town today I'm hopin' that you'd notice (Notice, notice, notice) Did you notice? (Did you? Did you?) I just posted my landing, oh Wonderin' if the same old understandin' stands I know you got work pretty early (Early) I'll be around 'bout 3:30 (3:30) Usually, you're done by one (By one) So, baby, when I wake you up, up, up Just let me rock Fuck you back to sleep, girl Oh-oh, don't say a word, no, girl No, don't you talk ( Oh, yeah ) ( Don't talk, don't talk ) Just hold on tight to me, girl Fuck you back to sleep, girl Rock you back Now where you at? Just dropped my bags I'm comin' through to meet ya, oh, yeah To meet ya, oh, oh-woah I know you're almost half asleep But you know how much I need ya (Wake up, wake up, wake up, wake up) (Need you, babe) Girl, I need ya (Need ya, baby) Gon' gimme that spare key, oh But if you keep the door unlocked, be ready, oh I know you got work pretty early (Early) I'll be around 'bout 3:30 (3:30, oh) Usually, you're done by one (By one) So, baby, when I wake you up (Up), up (Up), up Just let me rock I'ma fuck you back to sleep, girl Oh-oh, don't say a word, no, girl No, don't you talk ( Baby ) ( Don't talk, don't talk ) Just hold on tight to me, girl ( Oh ) Fuck you back to sleep, girl ( Ow! ) Rock you back Ain't sorry that I woke ya (Woke) I ain't sorry 'bout ya job (No) Call sick in the mornin' so I can get a little bit more of your love (Hey!) I know you want me and you feel me (Feel me) 'Cause you never disagree So when you wake from your sleep, girl Just let me rock ( And let me love you, baby, oh, girl ) Fuck you back to sleep, girl ( Girl ) Oh-oh, don't say a word, no, girl No, don't you talk ( Ooh , talk , ha ) Just hold on tight to me, girl I'll fuck you back to sleep, girl And rock you back Ain't sorry that I woke ya (Yeah) I ain't sorry 'bout ya job (Oh) Fuck you back to sleep, girl (Yeah-yeah) Call sick in the mornin' so I can get a little bit more of your love (Rock you back) Ain't sorry that I woke ya (Yeah) I ain't sorry 'bout ya job Fuck you back to sleep, girl (Ooh) Call sick in the mornin' so I can get a little bit more of your love",0
Wale,The Body (feat. Jeremih),"Baby, you got a body like a Benz And I'm just trying to drive it once again Baby, you got a body like a Benz And I'm just trying to drive it once again Shawty, can I fill your tank, yeah? I start off with that, ""what you drinkin'?"" Pardon if I'm road raging But I know you heard my drive is crazy Yeah, let me pace that with some patience Let me do it till I fill every void You're like a Maybach, thinking damn They ain't even make 'em like you no more It's like a high beam gleaming through your eye (bling) I adore you up, baby suicide A little wordplay, I'm hoping I can make you smile Least until I'm out of line like a DUI Girl, you remind me of my Jeep Can I see what's up with that G-Wagon? Can I take you off of these streets? To the side of me, I'm trying to see your hazards Trying to be with the baddest, won't be the fastest Gotta make it last, I hope you comfortable I need to get to you, you're like a '62 A little work then it's curtains when I'm skrrting through Came through in the group, trying to leave in the coupe That mean I gots a few, but I believe in you Trying to chase the cat, know I'm killing it, dawg You ain't feeling me naw, that mean I don't need the roof You remind me of my Jeep, I wanna ride it You something like my car I got the keys to them, I need the keys to you You put on a show, you don't need no clothes Give me little bit more, always take it slow I know you don't wanna stop, I'm trying to make it go Now speed it up like a Maserati, and look at me and pose A good woman is scarce to us And I wasn't prepared to love I know it sound crazy, but your miles scare me I'm just here cause your character good (truth be told) A good nigga is rare to her (truth be told) You heard it all, but hear this love One night with dude, I be the reason you cool So let me know am I clear enough, yeah, what's up? Way I, way I, that's the way I think Shawty straight like a concept on Bayonne Street In the morning I slide over, she needs a ride I'm like ""Tight, let's keep it AMG"" Sliding down, precipitating is straight Top down, let me kiss your physique I'm digging your fleek, I'm checkin' your gear Can tell you had a good year, spent a grip on your feet She like when I drive it, I like it in park Pull that thing over you likely to sore I got her floating like riding on stars So I keep it GPS, see where this going Nothing will stop it, I slide in no prob Ch-ch-chop it, my swipe your parts Sex is her weapon, my snake in her garden So know when I'm not here the viper is on",0
Kidz Bop Kids,Only Human,"Ayy, ayy I don't want this night to end It’s closing time, so leave with me again (Yeah) You got all my love to spend, oh Let's find a day where happiness begins We gon' dance in my living room, slave to the way you move Hurts when I’m leaving you (Ayy) Just dance in the living room, love with an attitude Dance to an '80s groove (Ayy) We gon' dance in my living room, slave to the way you move Hurts when I'm leaving you (Ayy) Dance in the living room, love with an attitude Dance It's only human, you know that it's real So why would you fight or try to deny the way that you feel? Oh, babe, you can't fool me, your mind has got other plans So stop pretending you're shy, just come on and Dance, dance, dance, dance, oh Dance under la-la-light Only getting up to see you shine, oh I’m praying you don’t change your mind 'Cause leaving now just don’t feel right Let's sing it one more time, oh babe We gon' dance in my living room, slave to the way you move Hurts when I'm leaving you (Hurts when I’m leaving you) Just dance in the living room, love with an attitude Dance to an '80s groove (Ayy) We gon' dance in my living room, slave to the way you move Hurts when I'm leaving you (Ayy) Dance in the living room, love with an attitude Dance It's only human, you know that it's real (Know that it's real) So why would you fight or try to deny the way that you feel? (The way that you feel) Oh, babe, you can't fool me, your mind has got other plans So stop pretending you're shy, just come on and Dance, dance, dance, dance, oh Dance, oh (Woo, ayy) Only human It's only (-man), it's only (-man) Only human Oh yeah, yeah, yeah Only human It's only (-man), it's only (-man) Only human",1
