Artist,TrackName,Lyrics,AgeAppropriate
Kidz Bop Kids,Ghost - 2022,"Youngblood thinks theres always tomorrow I miss your smile these times when Im hollow I know you crossed a bridge that I cant follow Since the love that you left is all that I get, I want you to know That if I cant be close to you, Ill settle for the ghost of you I miss you more than life More than life And if you cant be next to me, your memory is everything I miss you more than life, I miss you more than life Youngblood thinks theres always tomorrow I need more time, but time cant be borrowed Id leave it all behind if I could follow Since the love that you left is all that I get, I want you to know That if I cant be close to you, Ill settle for the ghost of you I miss you more than life Yeah And if you cant be next to me, your memory is everything Oh I miss you more than life, I miss you more than life Woahohohoh Nanana More than life Oh So if I cant get close to you, Ill settle for the ghost of you I miss you more than life And if you cant be next to me, your memory is everything I miss you more than life, I miss you more than life",1
Rihanna,Rude Boy,"Ohwoah, oh Ayyayy Ayy, ayy Ohwoah, oh Ayyayy Ayy, ayy Come here, rude boy, boy, can you get it up Come here, rude boy, boy, is you big enough Take it, take it Yeah, baby, baby Yeah Take it, take it Yeah, love me Yeah, love me Come here, rude boy, boy, can you get it up Come here, rude boy, boy, is you big enough Take it, take it Yeah, baby, baby Yeah Take it, take it Yeah, love me Yeah, love me Tonight, Ima let you be the captain Tonight, Ima let you do your thing, yeah Tonight, Ima let you be a rider Giddyup, giddyup, giddyup, babe Tonight, Ima let it be fire Tonight, Ima let you take me higher Tonight, baby, we could get it on, yeah, we could get it on, yeah Do you like it Boy, I want, want, want whatchu want, want, want Give it to me, baby, like boom, boom, boom What I want, want, want is what you want, want, want Nah, nahah Tonight, Ima give it to ya harder Tonight, Ima turn ya body out Relax, let me do it how I wanna If you got it, I need it, and Ima put it down Buckle up, Ima give it to ya stronger Hands up, we could go a little longer Tonight, Ima get a little crazy, get a little crazy, baby Like it Boy, I want, want, want whatchu want, want, want Give it to me, baby, like boom, boom, boom What I want, want, want is what you want, want, want Nah, nahah I like the way you touch me there I like the way you pull my hair Babe, if I dont feel it, I aint faking, no, no Oh no I like when you tell me kiss you there I like when you tell me move it there So giddyup, time to get it up You say you a rude boy, show me what you got now Come here right now Take it, take it, baby, baby Take it, take it, love me, love me Come here, rude boy, boy, can you get it up Come here, rude boy, boy, is you big enough Take it, take it Yeah, baby, baby Yeah Take it, take it Yeah, love me Yeah, love me Come here, rude boy, boy, can you get it up Come here, rude boy, boy, is you big enough Take it, take it Yeah, baby, baby Yeah Take it, take it Yeah, love me Yeah, love me Love me, love me Love me, love me, love me, love me Take, take Take it, take it, baby, baby Take it, take it, love me, love me Love me, love me Love me, love me Yeah, yeah, yeah Take it, take it, baby, baby Take it, take it, love me, love me",0
ppcocaine,DDLG," Spain, what you doin  Lie down Lie down Turn off the lights Turn em off Im a little cumslut, short and loud A little whore Bend me over and I will shout Push it harder Im, Im a little cumslut, short and loud Uh, so long Lay me down and eat me out Eat me out Haha, you thought this was your average lullaby Average lullaby No You were wrong Really, I just want you to fuck me to sleep Fuck me so good Trap Bunny Bubbles I want my cheeks clapped, daddy Clap em So lay me down while I arch that ass back Back I need that good pipe, daddy Oh, fuck I bust it down cause I seen you had that rack Blowin racks That good, good sex, yeah, I need some Need some Make me arch my back and were goin dumb Goin dumb Please dont stop, Im about to cum Ima pop my shit like bubblegum Fuck That good, good sex, yeah, I need some Need some Make me arch my back and were going dumb Going dumb Please dont stop, Im about to cum Ima pop my shit like bubblegum Fuck When I get on top, my voice goes, Uh Look at it drip, oh shit, you made me cum Made me Hit it from the back, make my voice go, Uh Loving my clit, go clean your thumb Clean it Shakin and screamin, make my voice go, Uh Good, good sex gonna make me cum, fuck Daddy That good, good sex gonna make me cum Bet you never had a girl like me Suck on my clit and smoke good tree Dont hesitate to have me on my knees For you, I might let you hit it for free For you, haha, I might let you hit it for free For you I probably shouldnt, though I might let you hit it for free Real renegade shit, daddy, Im your slut Im your slut Kissin on my pussy, put your thumb in my butt Wont stop going til I get my nut Babe, you gotta go, your Ubers in the cut Babe Babe Hello Your Uber in the cut Get on top, my voice goes, Uh Look at it drip, oh shit, you made me cum You made me cum Hit it from the back, make my voice go, Uh Loving my clit, go clean your thumb Clean it Shakin and screamin, make my voice go, Uh Good, good sex gonna make me cum Fuck Uh, that good, good sex gonna make me cum Lay me on the bed Lay me down, to see if I can take it Can I take it Please dont be a tease cause I might throw a bitch fit A bitch fit Like a twoyearold, Ima throw a tantrum Temper tantrum This pussys yours, so hold it up for ransom For ransom Daddy Oh my God Did you get to cum too Fuck, daddy I hope so Oh Trap Bunny Bubbles Dont stop",0
2Scratch,I Know,I know u feel so naughty I know u so so sorry ya I know Youre sorry I know I know u love my body I know u so so fuck with me I know Fuck with me I know Put me in your trap Like the Way U smile Like the Way u move Got me in a trance u know that I like the way u fuck I like the way u talk I Like they way that I got u with a fucking smile I put ya in my trap so hard Put ya in my trap so hard I know that Fuckin with ya bad so hard Fuckin ya in your bed so hard I know I feel I lose my mind When ur not by my side I know u could be mine Tell me why u aint fuckin with my time I know u feel so naughty I know u so so sorry ya I know Youre sorry I know I know u love my body I know u so so fuck with me I know Fuck with me I know I know u want me be on your side Say that she want me to stay all the night She call me 100  100 more times Yaaaa She wanna want that money so she ask for mine Pretty fuckin bitches with some dollar signs in eyes See that type bitches make me grinding all my life Fuckin with some 100 drums  do this till I die I know yeah I know she cannot denie She said she love me cant hear no more lies Fuck with my ice yeah dont ask for the price Got a all money but empty inside I want u too Can get over u I know u feel it too Dont want to need u,0
Troy,Start of Something New,"Living in my own world Didnt understand That anything could happen When you take a chance I never believed in what I couldnt see I never opened my heart Oh To all the possibilities I know that something has changed Never felt this way and right here tonight This could be the start of something new It feels so right to be here with you oh And now looking in your eyes I feel in my heart feel in my heart The start of something new Oh yeah Oh, oh, oh, oh, oh The start of something new Oh, oh, oh, oh, oh Oh, oh, oh, oh, oh I messed up tonight I lost another fight Lost in myself but Ill just start again I keep falling down I keep on hitting the ground I always get up now to see whats next Birds dont just fly They fall down and get up Nobody learns without getting it wrong I wont give up, no I wont give in Till I reach the end And then Ill start again No I wont leave I wanna try everything I wanna try even though I could fail Now whod have ever thought that Wed both be here tonight And the world looks so much brighter brighter With you by my side by my side I know that something has changed Never felt this way I know it for real This could be the start of something new I wont give up, no I wont give in It feels so right to be here with you oh Till I reach the end, and then Ill start again And now looking in your eyes No I wont leave, I wanna try everything I feel in my heart I wanna try even though I could fail The start of something new I didnt know that it could happen till it happened to me oh no I didnt know it before But now its easy to see Its the start of something new It feels so right to be here with you And now looking in your eyes I feel in my heart That its the start of something new I wont give up, no I wont give in Till I reach the end, and then Ill start again No I wont leave I wanna try everything I wanna try even though I could fail Ill keep on making them every day Those new mistakes Oh, oh, oh, oh, oh Try everything Oh, oh, oh, oh, oh The start of something new Oh, oh, oh, oh, oh Aaaah Oh, oh, oh, oh, oh The start of something new",1
Croosh,Vibrations,"Free spirit mami couple tats on her body Showing off her tummy You can tell she do pilates Physically attractive But Im more into her mind though Its been hours tell me where did all the time go Conversation about constellations from up above Pisces mami, Im watching her while she puff the blunt Sipping wine straight out the bottle now Im in the zone I might fuck around and have to put you in the song Cause Im fucking with your vibrations Im running low on my patience Girl you make me wanna make a move Tell me is that cool cause Im feeling you Im fucking with your vibrations Im running low on my patience Girl you make me wanna make a move Tell me is that cool cause Im feeling you Free spirit mami couple tats on her body Showing off her tummy You can tell she do pilates Physically attractive But Im more into her mind though Its been hours tell me where did all the time go Law of attraction brought you to me cant deny that shit Girl you a drug I couldnt drop you if I tried to quit Sipping wine straight out the bottle now Im in the zone You got a man girl thats ok he doesnt need to know Damn",0
Kidz Bop Kids,Suit & Tie,"Oohoh I be on my suit and tie, suit tie, suit tie I be on my suit and tie, suit tie, suit Can I show you a few things A few things, a few things, little baby, cause I be on my suit and tie, suit tie, check it I be on my suit and tie, suit tie, suit Let me show you a few things Let me show you a few things Wait a minute You ready, KB I cant wait til I get you on the floor, goodlookin Uh, my dancefloor, so hot, just like an oven And ow Burned myself, I just had to touch it But its so fire, and its all mine Hey, you know, we dont mind all the watchin, ha Cause if they study close, real close They might learn somethin She aint nothin but a little doozy when she dances Were so fly tonight And as long as I got my suit and tie Ima leave it all on the floor tonight And you got fixed up to the nines Let me show you a few things Show you a few things All pressed up in black and white And youre dressed in that dress I like Love is swingin in the air tonight Let me show you a few things Show you a few things Let me show you a few things Show you a few things about love Now were in the swing of love Let me show you a few things Show you a few things about love, hey Stop, let me get a good look at you Ooh, so cool, now I know come give a platinum Ow Most so sick, got a hit and got a gold record But thats alright, cause youre all mine Youre all mine Aw, go on and show em while you are a beaster I guess theyre just mad cause, girl, they wish they had it Ooh, good enough, baby, yeah, youre a classic And youre all mine thats right And as long as I got my suit and tie Ima leave it all on the floor tonight And you got fixed up to the nines Let me show you a few things All pressed up in black and white And youre dressed in that dress I like Love is swingin in the air tonight Let me show you a few things Let me show you a few things Show you a few things about love Now were in the swing of love Let me show you a few things Show you a few things about love, hey As long as I got my suit and tie Ima leave it all on the floor tonight And you got fixed up to the nines Let me show you a few things Show you a few things All pressed up in black and white And youre dressed in that dress I like Love is swingin in the air tonight Let me show you a few things Show you a few things Let me show you a few things Show you a few things Show you a few things about love, love, love Lelelet me show you a few things Show you a few things Show you a few things about love, hey Oh",1
Kidz Bop Kids,"10,000 Hours","Do you love the rain, does it make you dance When youre chilling with your friends at a party Whats your favorite song, does it make you smile Do you think of me When you close your eyes, tell me, what are you dreamin Everything, I wanna know it all, mmm Id spend ten thousand hours and ten thousand more Oh, if thats what it takes to learn that sweet heart of yours And I might never get there, but Im gonna try If its ten thousand hours or the rest of my life Im gonna love you Ooh, oohooh, ooh Do you miss the road that you grew up on Did you get your middle name from your grandma When you think about your forever now, do you think of me When you close your eyes, tell me, what are you dreamin Everything, I wanna know it all Id spend ten thousand hours and ten thousand more Oh, if thats what it takes to learn that sweet heart of yours And I might never get there, but Im gonna try If its ten thousand hours or the rest of my life Im gonna love you Ooh, oohooh, ooh, ooh Im gonna love you Ooh, oohooh, ooh, ooh Ooh, want the good and the bad and everything in between Ooh, gotta cure my curiosity Ooh, yeah Id spend ten thousand hours and ten thousand more Oh, if thats what it takes to learn that sweet heart of yours Sweet heart of yours And I might never get there, but Im gonna try If its ten thousand hours or the rest of my life Im gonna love you Ooh, oohooh, ooh, ooh Im gonna love you Ooh, oohooh, ooh, ooh Yeah And I Do you love the rain, does it make you dance Im gonna love you Im gonna love you",1
Cast of High School Musical: The Musical: The Series,Get'cha Head in the Game,"Coach said to fake right and break left Watch out for the pick and keep an eye on defence Gotta run the give and go, take the ball to the hole But dont be afraid to shoot the outside J Uh, just keep ya head in the game Uh, just keep ya head in the game And dont be afraid to shoot the outside J Uh, just keep ya head in the game You gotta getcha Getcha head in the game We gotta geta, geta Geta, get ahead in the game You gotta getcha Getcha head in the game We gotta geta, geta Geta, get ahead in the game Come on Getcha Getcha head in the game We gotta geta, geta Geta, get ahead in the game You gotta getcha Getcha head in the game We gotta geta, geta Geta, get ahead in the game Woo Lets make sure that we get the rebound Cause when we get it the crowd will go wild A second chance, gotta grab it and go Maybe this time well hit the right notes Wait a minutenot the time and place Wait a minuteget my head in the game Wait a minuteget my head in the game Wait a minute Wait a minute Gotta get my Get my head in the game You gotta getcha, getcha Getcha, getcha head in the game I gotta get my Get my head in the game You gotta getcha, getcha Getcha, getcha head in the game Come on Get my Get my head in the game You gotta getcha, getcha Getcha, getcha head in the game I gotta get my Get my head in the game You gotta getcha, getcha Getcha, getcha head in the game Woo Why am I feeling so wrong My heads in the game But my hearts in the song She makes this feel so right Should I go for it Im gonna shake this, yikes I gotta get my Get my head in the game You gotta getcha, getcha Getcha, getcha head in the game I gotta get my Get my head in the game You gotta getcha, getcha Getcha, getcha head in the game Come on Get my Get my head in the game You gotta getcha, getcha Getcha, getcha head in the game I gotta get my Get my head in the game You gotta getcha, getcha Getcha, getcha head in the game Woo",1
Lil Nas X,Old Town Road,"Yeah, Im gonna take my horse to the old town road Im gonna ride til I cant no more Im gonna take my horse to the old town road Im gonna ride til I cant no more  Kio, Kio  I got the horses in the back Horse tack is attached Hat is matte black Got the boots thats black to match Ridin on a horse, ha You can whip your Porsche I been in the valley You aint been up off that porch, now Cant nobody tell me nothin You cant tell me nothin Cant nobody tell me nothin You cant tell me nothin Ridin on a tractor Lean all in my bladder Cheated on my baby You can go and ask her My life is a movie Bull ridin and boobies Cowboy hat from Gucci Wrangler on my booty Yeah, Im gonna take my horse to the old town road Im gonna ride til I cant no more Im gonna take my horse to the old town road Im gonna ride til I cant no more I got the hor",1
Elvis Drew,Where Are You?,I been trying to figure out Where you from What are you talking about Is it the moon Is it Earth Is it a place where nothing is worth A million dollars A thousand colors A billion faces A hundred death cases Is it there Or is it here Where you hiding I just want you to come in Where you hiding I just want you to come in Nothing can compare to the life we had My dear just grab my hand and let me take you To my wonderland A million dollars A thousand colors A billion faces A hundred death cases Is it there Or is it here Where you hiding I just want you to come in Where you hiding I just want you to come in Where are you Giving all I can to find you Where are you Giving all I can to find you Where are you Giving all I can to find you Where are you Giving all I can to find you,0
Eddie Murphy,Party All the Time,"Girl, I cant understand it, why you want to hurt me After all of the things Ive done for you I buy you champagne and roses, put diamonds on your finger Diamonds on your finger And still, you hang out all night What am I to do My girl wants to party all the time Party all the time Party all the time My girl wants to party all the time Party all the time She parties all the time Party all the time She likes to party all the time Party all the time Party all the time She likes to party all the time Party all the time Girl, Ive seen you in clubs just hanging out and dancing You give your number to every man you see You never come home at night because youre out romancing I wish youd bring some of your love home to me But my girl wants to party all the time Party all the time Party all the time My girl wants to party all the time Party all the time My girl wants to party all the time Party all the time Party all the time My girl wants to party all the time Party all the time, yeah Party, party She likes to party all the time Party, party, party, party, party She likes to party all the time, yeah She lets her hair down She likes to party down She likes to party She likes to party down Party all the time Oh, now get down and party, yeah Party all the time Party all the time",0
USHER,I Don't Mind (feat. Juicy J),"Yeah Ursher, baby This is for the A Shawty, I dont mind If you dance on a pole, that dont make you a ho Shawty, I dont mind When you work until three, if youre leavin with me Go make that money, money, money Your money, money, money Cause I know how it is, go and handle your biz And get that money, money, money Your money, money, money You can take off your clothes, long as you comin home Girl, I dont mind The ballers in here tonight, they gon buy a hundred bottles As soon as you shake it I know they gon make it colossal in here Cause shawty, you thinkin them tricks that you do with your body Got all of these niggas, they crowdin around you like they seen Beyonce in here she here, she here You want your own and you need your own, baby, who am I to judge Cause how could I ever trip about it when I met you in the club I make enough for the both of us, but you dance anyway You know I was raised in the A Shawty, I dont mind If you dance on a pole, that dont make you a ho Shawty, I dont mind When you work until three, if youre leavin with me Go make that money, money, money Your money, money, money Cause I know how it is, go and handle your biz And get that money, money, money Your money, money, money You can take off your clothes, long as you comin home Girl, I dont mind When you get off of work Ill be ready to go in the Rari And when we get home well have us our own private party in here So I dont worry at all about the things they do or say I love you anyway You can twerk while in a split, you rackin up them tips Your body rock and your booty poppin, Im proud to call you my bitch Theyd be lookin, but they cant touch you, shawty, Im the only one to get it So just go ahead and keep doin what youre doin Its ya boy, Juicy J Im just tryna cut her up, tryna bust a nut Tryna take somebody bitch, turn her to a slut Tryna fill my cup, tryna live it up Throw some hundreds on that ass, walk her out the club Yeah, ho Lap dance for the first date Bet I threw a few bands, thats third base Its okay if you work late We can still party like its your birthday We can still party hard in your birthday suit Knock that pussy out the park like my name Babe Ruth Shawty she just want a tip, I just want to see her strip If you fuck me like you love me shawty you might get rich Have her own cake, her own place Blow her own gas, no Rolaid When we in the bed she like to roleplay Tell her friend to join in both ways Shawty, I dont mind If you dance on a pole, that dont make you a ho Shawty, I dont mind When you work until three, if youre leavin with me You gotta make that money, money, money Your money, money, money Cause I know how it is, go and handle your biz And get that money, money, money Your money, money, money You can take off your clothes, long as you comin home Girl, I dont mind",0
Jeremih,Don't Tell 'Em," Mustard on the beat, ho  Rhythm is a dancer, I need a companion Girl, I guess that must be you Body like the summer, fuckin like no other Dont you tell em what we do Dont tell em, dont tell em, you aint even Dont tell em, dont tell em You aint even, you aint even gotta tell em Dont tell em, dont tell em You aint even, dont tell em, dont tell em You aint even, you aint even gotta tell em Dont tell em, dont tell em Know you say you down with it Wont tell em how you hit the ground with it Girl, you know Im from Chicago I act a fool, Bobby Brown with it In it Nobody take me out, though You got gifts, bring em down the South Pole Marathon doll gon put in miles Dont you worry bout him, I gon work it out Only is you got me feeling like this Oh why, why, why, why, why Loving while grabbing the rhythm of your hips Thats right, right, right, right, right Rhythm is a dancer, I need a companion Girl, I guess that must be you Body like the summer, fuckin like no other Dont you tell em what we do Dont tell em, dont tell em, you aint even Dont tell em, dont tell em You aint even, you aint even gotta tell em Dont tell em, dont tell em You aint even, dont tell em, dont tell em You aint even, you aint even even gotta tell em Dont tell em, dont tell em Girl, he fufu with it But you know I know what to do with it Ill give you that, girl, Im talking laps As if you got a pool in it And she say she aint with your best friends Then let me be your diamond You know you feeling, how your boy press play Just keep that ass rewindin Only is you got me feeling like this Oh why, why, why, why Loving while grabbing the rhythm of your hips Thats right, right, right, right, right 310 934 8616 I got a missed call from your bitch She been plottin on me for a cool minute She wanna suck my dick, and Im cool with it I like girls in the shower, when its winter fresh Its some Twitter pussy, I met on the Internet On my latenight thirsty, cause it was latenight and I was thirsty Girl, I been to that county girl, I aint tellin Handcuff me to the bed, girl, it aint no bailin I keep a stack of hundreds, I can keep a secret If anything you was explorin, you wasnt cheating She got my number stored under fake names Her nigga think she faithful, but she runnin game YOLO, so take me out these Polos And we can fuck from Uno to Ocho Only is you got me feeling like this Oh why, why, why, why, why Loving while grabbing the rhythm of your hips Thats right, right, right, right, right Rhythm is a dancer, I need a companion Girl, I guess that must be you Body like the summer, fuckin like no other  I keep it on the DL, and creep like TL Just tell me them details, just hand me  Dont you tell em what we do Dont tell em, dont tell em, you aint even Dont tell em, dont tell em You aint even, you aint even gotta tell em Dont tell em, dont tell em You aint even, dont tell em, dont tell em You aint even, you aint even gotta tell em Dont tell em, dont tell em No Right, right, right, right, right, right, right Dont tell em, dont tell em, no Why, why, why, why would you do Oh Just keep the rhythm like that, that That, that Put in on like that, that That, that I know you like that That, that, that, that You know I want that That, that, that, that Oh, ohoh, ohoh, ohoh",0
Meghan Trainor,NO,"I think its so cute and I think its so sweet How you let your friends encourage you to try and talk to me But let me stop you there, oh, before you speak Nah to the ah to the no, no, no My name is no, my sign is no My number is no Uh, you need to let it go Uh You need to let it go Uh, need to let it go Uh Nah to the ah to the, no, no, no My name is no, my sign is no My number is no Woo, you need to let it go Uh You need to let it go Uh, need to let it go Uh Nah to the ah to the no, no, no First you gonna say you aint runnin game Thinkin Im believing every word Call me beautiful, so original Telling me Im not like other girls I was in my zone before you came along Now Im thinking maybe you should go Blah, blah, blah, I be like Nah to the ah to the no, no, no All my ladies, listen up If that boy aint giving up Lick your lips and swing your hips Girl, all you gotta say is My name is no, my sign is no My number is no Uh, you need to let it go Uh You need to let it go Uh, need to let it go Uh Nah to the ah to the, no, no, no My name is no, my sign is no My number is no Woo, you need to let it go You need to let it go, need to let it go Nah to the ah to the no, no, no Thank you in advance, I dont wanna dance Nope I dont need your hands all over me No, no If I want a man, then Ima get a man But its never my priority Hey I was in my zone before you came along Dont want you to take this personal Blah, blah, blah, I be like Nah to the ah to the no, no, no All my ladies, listen up All my ladies If that boy aint giving up Aint giving up Lick your lips and swing your hips Hey, hey, lets go Girl, all you gotta say is All you gotta say, woo Im feelin untouchable, untouchable Uh, Im feelin untouchable, untouchable Im feelin untouchable, untouchable Im feelin, nah to the ah to the no, no, no Hey, hey, hey Feelin untouchable, untouchable Im feelin Uh, Im feelin untouchable, untouchable Untouchable Im feelin untouchable, untouchable Im feelin, nah to the ah to the no, no, no Nah to the ah, no, no, no, hey All my ladies, listen up Said, all my ladies If that boy aint giving up Aint giving up Lick your lips and swing your hips No, no Girl, all you gotta say is No, no My name is no Hey, my sign is no My number is no Uhh, you need to let it go You need to let it go, need to let it go Nah to the ah to the, no, no, no My name is no, my sign is no My number is no Woo, you need to let it go You need to let it go Babe, need to let it go Nah to the ah to the no, no, no Im feelin untouchable, untouchable Im untouchable, babe Uh, Im feelin untouchable, untouchable Go away, baby Im feelin untouchable, untouchable Untouchable Im feelin, nah to the ah to the no, no, no Ah, ah to the no, no, no, no",1
Baby Tate,"Hey, Mickey!","You dont know, you dont know the pain, man Hey, Mickey Hey, Mickey, hey, Mickey, hey, Mickey Oh, Mickey, youre so fine So fine, you blow my mind Oh, Mickey, youre so fine So fine, you, uhuh Oh, oh, Mickey, youre so fine So fine, you blow my mind Oh, Mickey, youre so fine So fine, you blow my mind Met this boy named Mickey, he had on some yellow Dickies I knew he was a  because his neck had hella hickies I said, Its nice to meet you, shook his hand and it was sticky I looked into his eyes and then, thats when it hit me, I said Oh, Mickey, youre so fine, so fine, you blow my mind I just might let you come into my life and waste my time I dont see no other man, boy, you done turned me blind You make me deaf cause I believe you even when you lyin Never met a  like this Never met a  like this Make a  wanna cash in all her chips Wanna cash in all her chips Tell my friends, Ill see ya later, girl, I gotta dip Ill see ya later, girl, I gotta dip Cause I got a meeting with a man named  Meeting with a man named  But I call him Richard, hes richer than Bill Gates Gets me wetter than Superior Lake Takes me on hundredthousanddollar dates And I dont even have to give him cake He just call me Baby, he dont call me Tate He whip up that white girl, he beatin on Kate I just might marry that  today But then I found out that Mickey was gay, oh Oh, Mickey, youre so fine Oh, Mickey, youre so fine So fine, you blow my mind Oh, oh, Mickey, youre so fine So fine, you blow my mind Oh, Mickey, youre so fine So fine, you blow my mind Hey, Mickey Hey, Mickey Hey, Mickey Hey, Mickey Hey, Mickey",0
The Weeknd,The Hills,"Yeah Yeah Yeah Your man on the road, he doin promo You said, Keep our business on the lowlow Im just tryna get you out the friend zone Cause you look even better than the photos I cant find your house, send me the info Drivin through the gated residential Found out I was comin, sent your friends home Keep on tryna hide it, but your friends know I only call you when its halfpast five The only time that Ill be by your side I only love it when you touch me, not feel me When Im fucked up, thats the real me When Im fucked up, thats the real me, yeah I only call you when its halfpast five The only time Id ever call you mine I only love it when you touch me, not feel me When Im fucked up, thats the real me When Im fucked up, thats the real me, babe Ima let you know and keep it simple Tryna keep it up dont seem so simple I just fucked two bitches fore I saw you And you gon have to do it at my tempo Always tryna send me off to rehab Drugs started feelin like its decaf Im just tryna live life for the moment And all these motherfuckers want a relapse Hills have eyes, the hills have eyes Who are you to judge Who are you to judge Hide your lies Hide your lies, girl, hide your lies Hide your lies, oh, baby Only you to trust Only you, only you, only you Only you Ewedihalehu Yene konjo, ewedihalehu Yene fikir, fikir, fikir, fikir Yene fikir, fikir, fikir, fikir Ewedihalehu Yene konjo, ewedihalehu",0
Macy Todd,I've Got a Feelin',"Ive got a feeling deep inside That youve been lying bout where you been at night Oh, Ive got a feeling So you better learn to treat me right And Ive got a fire in my soul Burning desire that I cant control Cause Ive got a feeling That your love is growing cold Call my doctor, Im in pain Oh, Ive fallen for a fool again Ive gotta get up, take my stand Find myself a better man Cause youve got excusesI dont wanna hear Baby, the truth is I shouldve left you last year Cause Ive got a feeling I wont be crying no more tears Call my doctor, Im in pain Oh, Ive fallen for a fool again Ive gotta get up, take my stand Find myself a better man So, tell me, baby Tell me, baby Cause Ive got a feeling Cause Ive got a feeling, yeah Deep inside Ive got a feeling Ive got a feeling Ive got a feeling Ive got a feeling",0
MacLean & MacLean,I've Seen Pubic Hair,"Spoken Intro Well folks, its time for us to diligent looking sons of bitches to say goodbye You work us too hard, and we smell like a cunt thats been ridden hard and put away wet And you aint gonna hear no goddamned news on this show, cause it aint no goddamn good anyway Enough with those goddamned Ayrabs and their oil and the Commies and the heavy handed threat of nuclear destruction hangin over our goddamed heads Now heres a guy who can pick everything, from his nose, to his arseholre Its StretchMarks and his Blueballs Mountain Boys with one of their goddamed biggest Intro I was havin me a burger In a dirty greasy spoon cafe I was eatin it with relish When a man beside me turned to say Whats that pubic hair Doin layin on your bun I said I never saw it sittin there Are sure its really one He stood up on the counter And said, now look here Blair Ive traveled all over this country And Ive seen pubic hair Chorus Ive seen pubic hair man And Ive never likedem there man Ive even got my share man Beneath my underwear man Stickin out here and there man Ive seen pubic hair Ive seen great ones, straight ones, on my dinner plate ones Long ones, strong ones, little curly blonde ones Red ones, dead ones, layin on the head ones Black ones, brown ones, little ducky down ones Short ones, thick ones, growin from your dick ones Growin ones, showin ones, flowin ones, blowin ones Chorus Ive seen pubic hair man And Ive never likedem there man Ive even got my share man Beneath my underwear man Stickin out here and there man Ive seen pubic hair Ive seen bushy ones, pushy ones, up against your mushy ones Slave ones, save ones, floatin in your gravy ones Pretty ones, dirty ones, fluffin up your birdy ones Neat ones, sweet ones, on a toilet seat ones Heffer ones, whipper ones, catchem in your zipper ones Throwem ones, showem ones, flowin ones, glowin ones Chorus Ive seen pubic hair man And Ive never likedem there man Ive even got my share man Beneath my underwear man Stickin out here and there man Ive seen pubic hair Ive seen bit ones, lit ones, around your sphincter lip ones Dear ones, queer ones, findem in your beer ones Proud ones, loud ones, dropem in the crowd ones Quiet ones, diet ones, burger, shake and fry ones Pop ones, quaff ones, floatin in the top ones Triple ones, frozen ones, schiesse in the hosen ones Chorus Ive seen pubic hair man And Ive never likedem there man Ive even got my share man Beneath my underwear man Stickin out here and there man Aint no kind he hasnt seen Ive seen Pubic hair",0
N2DEEP,Back To The Hotel,"VTown, brother check it out, Im bout to throw down Dank in hand, the shit that has you toe down A little city, chillin in the North Bay Needless to say, my boys dont play, fool Yorker sidin, you know how the song goes In the back, sippin Purple Chongos Dont look for trouble but it always seems to find us Forty grippin, panty sippin, and it sneaks up right behind us Quick left, one blow KO Hit the road to the next episode In the saga of a few fellas Oh what the hell, I guess I better tell ya Its Friday night, I got a brand new kit on A fifth of Heem, for me to get bent on Hit the Country Club to pick up ML Eighty West, back to the hotel At the telly, Vogues is doing pipe work Johnny Z had his hand up a miniskirt The latte in the corner started to flirt And I knew that when she saw me baby doll was gonna jaw me Set for the night so I took her to my ride Grab my Mickey and my Buddha and I met her outside Whoride, rolling striking through to be seen A Lexus 400 turnin triple gold Zeens Acid in my bottle, so I gotta get some more Put the pedal to the metal back to the liquor store Cause you know what I mean when Im feelin kinda funky A sick honky, straight goin donkey Money in my sock, jimmy in the glove Laying in the Lexus, Im about to make good love And burn rubber up the block Back to the telly, I gotta get some Nuca Nuca echoes Aw naw, could it be I just got a page an a broad wanna do me Hooked it up, told her meet me at the hotel She had a friend with her so I called TL Swoop me up, Sally wanna meet Dick And might lick, so try an make it real quick ticktock ticktock ticktock tickHonk Honk Aw yeah, I jumped in the LTrain But wait a minute, we gotta hit the store mayne I got to get some gum and some TicTacs Two tall cans and a packet of Blackjacks We got the goods, now were headin for the hoedown There goes the telly, so fella wont you slow down Park the ride in the front like a sick one Just in case, we gotta bust a quick one Lock the load, lets go look for like 118 But lay low cause I really dont wanna be seen Is this the room Aw yeah, thats the right one I got the black broad and you got the white one So hit the light man, I just might man Try an throw this thing all night an Get her so sprung, that shell drop some mail So I can cut turf and hit another hotel",0
